id,name,type,zone_min,zone_max,sun,soils,water,goals,harvest,traits,notes,partner,query,life_cycle,horizon,days_to_maturity_min,days_to_maturity_max,first_output_years_min,first_output_years_max,full_output_years_min,full_output_years_max,productive_lifespan_years_min,productive_lifespan_years_max,mature_height_ft_min,mature_height_ft_max,mature_spread_ft_min,mature_spread_ft_max,spacing_plant_ft_min,spacing_plant_ft_max,spacing_row_ft_min,spacing_row_ft_max,spacing_area_sqft_min,spacing_area_sqft_max,plants_per_100_sqft_min,plants_per_100_sqft_max,planting_depth_in_min,planting_depth_in_max,planting_depth_kind,planting_depth_note,planting_depth_confidence,container_min_gallons,container_suitability,container_note,container_confidence,deer_resistance,deer_resistance_label,deer_resistance_confidence,deer_resistance_note,juglone_tolerance,juglone_tolerance_label,juglone_tolerance_confidence,juglone_tolerance_note,output_kind,output_unit,output_min,output_max,yield_lbs_unit,yield_lbs_min,yield_lbs_max,yield_lbs_confidence,yield_lbs_method,ten_year_yield_lbs_min,ten_year_yield_lbs_max,harvest_window_weeks_min,harvest_window_weeks_max,difficulty_score,reliability_score,maintenance_score,multi_use_score,risk_level,data_confidence,data_method,metric_source_keys,metric_notes,last_reviewed
zinnia-state-fair,State Fair zinnia mix,annual flower,3a,11a,full,loam; sandy,medium,pollinators-wildlife; curb-appeal,large flowers all summer to frost,tall mixed-color zinnia; butterfly favorite,A reliable cutting-garden annual and butterfly magnet in any region.,amazon,State Fair zinnia seeds,annual,Seasonal annual,55,90,0,0,0,0,1,1,1,4,1,3,1,2,1,2,1,4,25,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,seldom-damaged,Seldom damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/year,8,18,,,,,"ornamental output is tracked as display weeks, not pound yield",,,14,24,1,4,2,2,lower,medium,annual ornamental template,ncsu-plant-toolbox; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; rutgers-deer-resistance; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
zinnia-profusion,Profusion series zinnia,annual flower,3a,11a,full,loam; sandy,medium,pollinators-wildlife; curb-appeal,compact flowers all summer,disease-resistant compact zinnia; tidy mounding habit,"A garden-tough zinnia for borders, containers, and mass plantings.",amazon,Profusion zinnia seeds,annual,Seasonal annual,55,90,0,0,0,0,1,1,1,4,1,3,1,2,1,2,1,4,25,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,seldom-damaged,Seldom damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/year,8,18,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,1,4,2,2,lower,medium,annual ornamental template,ncsu-plant-toolbox; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; rutgers-deer-resistance; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
cosmos-bright-lights,Bright Lights cosmos,annual flower,3a,11a,full,loam; sandy,low,pollinators-wildlife; curb-appeal,orange and yellow flowers all summer,heat-tolerant cosmos; pollinator favorite,A drought-tolerant cosmos that blooms hard in poor soil and heat.,amazon,Bright Lights cosmos seeds,annual,Seasonal annual,55,90,0,0,0,0,1,1,1,4,1,3,1,2,1,2,1,4,25,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,seldom-damaged,Seldom damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/year,8,18,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,1,4,2,2,lower,medium,annual ornamental template,ncsu-plant-toolbox; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; rutgers-deer-resistance; psu-juglone-black-walnut,"Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
sunflower-lemon-queen,Lemon Queen sunflower,annual flower,3a,11a,full,loam; sandy,low,pollinators-wildlife; curb-appeal,pale yellow flowers all summer,branching pollinator sunflower; long bloom period,A bee favorite that branches and reblooms unlike single-stem types.,amazon,Lemon Queen sunflower seeds,annual,Seasonal annual,55,90,0,0,0,0,1,1,1,4,1,3,1,2,1,2,1,4,25,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,tolerant,Better near black walnut,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/year,8,18,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,1,4,2,2,lower,medium,annual ornamental template,ncsu-plant-toolbox; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; psu-juglone-black-walnut,"Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
tithonia-mexican-sunflower,Mexican sunflower,annual flower,4a,11a,full,loam; sandy,low,pollinators-wildlife; curb-appeal,orange flowers all summer,heat-loving annual; butterfly and hummingbird favorite,A standout butterfly magnet for hot dry sites; gets large by midsummer.,amazon,Mexican sunflower seeds,annual,Seasonal annual,55,90,0,0,0,0,1,1,1,4,1,3,1,2,1,2,1,4,25,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,tolerant,Better near black walnut,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/year,8,18,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,1,4,2,2,lower,medium,annual ornamental template,ncsu-plant-toolbox; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
nicotiana-langsdorffii,Langsdorff flowering tobacco,annual flower,3a,10a,full; partial,loam,medium,pollinators-wildlife; curb-appeal,green bell flowers all summer,hummingbird-pollinated annual; airy habit,A favorite annual for hummingbirds and dusk-active pollinators.,amazon,Langsdorffii nicotiana seeds,annual,Seasonal annual,55,90,0,0,0,0,1,1,1,4,1,3,1,2,1,2,1,4,25,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/year,8,18,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,1,4,2,2,lower,medium,annual ornamental template,ncsu-plant-toolbox; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; psu-juglone-black-walnut,"Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
salvia-black-and-blue,Black and Blue salvia,perennial flower,7a,10b,full,loam; sandy,medium,pollinators-wildlife; curb-appeal,cobalt blue flowers from summer to frost,tender perennial salvia; hummingbird favorite,Treat as an annual in colder zones; few plants attract more hummingbirds.,amazon,Black and Blue salvia plant,herbaceous perennial,Medium horizon,,,1,2,2,3,3,10,1,5,1,3,1,3,1,3,1,9,11.1,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,rarely-damaged,Rarely damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/year,3,8,,,,,"ornamental output is tracked as display weeks, not pound yield",,,14,24,1,4,2,2,lower,medium,herbaceous ornamental template,ncsu-plant-toolbox; mobot-plant-finder; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; rutgers-deer-resistance; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
catmint-walkers-low,Walker's Low catmint,perennial flower,3a,8a,full,loam; sandy,low,pollinators-wildlife; curb-appeal,lavender flowers from late spring to fall,drought-tolerant catmint; long bloom period,One of the longest-blooming perennials for sunny pollinator gardens.,amazon,Walker's Low catmint plant,herbaceous perennial,Medium horizon,,,1,2,2,3,3,10,1,4,1,3,1,3,1,3,1,9,11.1,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,rarely-damaged,Rarely damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,3,8,,,,,"ornamental output is tracked as display weeks, not pound yield",,,14,24,2,4,2,2,lower,medium,herbaceous ornamental template,ncsu-plant-toolbox; mobot-plant-finder; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; rutgers-deer-resistance; psu-juglone-black-walnut,"Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
lavender-phenomenal,Phenomenal lavandin,perennial flower,5a,9a,full,sandy; loam,low,pollinators-wildlife; curb-appeal; vegetables-herbs,long lavender flower spikes in summer,humidity-tolerant lavender hybrid; vigorous habit,One of the better lavenders for humid southern and eastern gardens.,amazon,Phenomenal lavender plant,herbaceous perennial,Fast-bearing perennial,,,0,1,1,3,5,15,2,4,2,4,2,4,1,3,2,12,8.3,50,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,rarely-damaged,Rarely damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of harvest/display,8,20,,,,,"ornamental output is tracked as display weeks, not pound yield",,,2,5,2,4,2,3,lower,medium,herbaceous ornamental template,ncsu-plant-toolbox; mobot-plant-finder; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; rutgers-deer-resistance; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
agastache-blue-fortune,Blue Fortune agastache,perennial flower,5a,9a,full,loam; sandy,low,pollinators-wildlife; curb-appeal,blue flower spikes all summer,sterile hybrid agastache; very long bloom,A standout pollinator perennial that blooms longer than most.,amazon,Blue Fortune agastache plant,herbaceous perennial,Medium horizon,,,1,2,2,3,3,10,1,4,1,3,1,3,1,3,1,9,11.1,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,3,8,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,2,4,2,2,lower,medium,herbaceous ornamental template,ncsu-plant-toolbox; mobot-plant-finder; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; psu-juglone-black-walnut,"Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
hyssop-anise,Korean mint,perennial flower,4a,9a,full; partial,loam; sandy,low,pollinators-wildlife; vegetables-herbs,lavender spikes and minty leaves in summer,edible aromatic perennial; bee favorite,A useful dual-purpose plant for pollinator gardens and teas.,amazon,Korean mint plant,herbaceous perennial,Fast-bearing perennial,,,0,1,1,2,3,10,1,4,1,3,1,3,1,3,1,9,11.1,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,rarely-damaged,Rarely damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of harvest,10,26,,,,,"ornamental output is tracked as display weeks, not pound yield",,,6,12,2,5,2,2,lower,medium,herbaceous ornamental template,ncsu-plant-toolbox; mobot-plant-finder; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; rutgers-deer-resistance; psu-juglone-black-walnut,"Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
borage,Borage,annual herb,3a,10a,full; partial,loam; sandy,medium,pollinators-wildlife; curb-appeal; vegetables-herbs,blue star flowers from late spring to frost,edible flowers; bee plant; self-seeds reliably,A self-seeding annual that fills pollinator gaps once established.,amazon,borage seeds,annual,Seasonal annual,40,70,0,0,0,0,1,1,1,3,1,2,0.75,1.5,1,2,0.75,3,33.3,133.3,0,0,transplant,Set transplants at nursery depth or follow seed-packet depth for direct sowing.,medium,1,good,"Small herbs, leafy crops, and radishes work in 1+ gal pots or wider shallow planters.",medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,culinary,weeks of harvest,8,18,,,,,no defensible pound-yield source encoded yet,,,2,5,1,4,2,3,lower,medium,culinary herb crop template,uga-vegetable-days-spacing; ncsu-plant-toolbox; umd-container-sizes; illinois-container-vegetables,Pollination context can change realized yield; use companion or compatible cultivar notes before planting.,2026-05-31
calendula-pacific-beauty,Pacific Beauty calendula,annual flower,3a,11a,full; partial,loam,medium,pollinators-wildlife; curb-appeal; vegetables-herbs,orange and yellow flowers spring through fall,edible petals; cool-season annual,Reseeds itself in welcoming gardens; valuable for cool-season pollinators.,amazon,Pacific Beauty calendula seeds,annual,Seasonal annual,55,90,0,0,0,0,1,1,1,4,1,3,1,2,1,2,1,4,25,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,seldom-damaged,Seldom damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/year,8,18,,,,,"ornamental output is tracked as display weeks, not pound yield",,,12,24,1,4,2,3,lower,medium,annual ornamental template,ncsu-plant-toolbox; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; rutgers-deer-resistance; psu-juglone-black-walnut,"Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
marigold-french-honeycomb,French marigold,annual flower,3a,11a,full,loam; sandy,medium,pollinators-wildlife; curb-appeal,orange and yellow flowers all summer,classic edging annual; pollinator-friendly,A garden standby for borders and companion planting.,amazon,French marigold seeds,annual,Seasonal annual,55,90,0,0,0,0,1,1,1,4,1,3,1,2,1,2,1,4,25,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,seldom-damaged,Seldom damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/year,8,18,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,1,4,2,2,lower,medium,annual ornamental template,ncsu-plant-toolbox; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; rutgers-deer-resistance; psu-juglone-black-walnut,"Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
marigold-mexican-mint,Mexican mint marigold,perennial herb,7a,11a,full,loam; sandy,low,vegetables-herbs; pollinators-wildlife; curb-appeal,tarragon-flavored leaves and gold flowers in fall,heat-loving tarragon substitute; late-season pollinator plant,A southern tarragon substitute that also feeds late pollinators.,amazon,Mexican mint marigold plant,herbaceous or woody perennial,Fast-bearing perennial,55,90,0,1,1,2,3,10,1,4,1,4,1,3,1,3,1,9,11.1,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,1,good,"Small herbs, leafy crops, and radishes work in 1+ gal pots or wider shallow planters.",medium,rarely-damaged,Rarely damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,culinary,weeks of bloom/year,8,18,,,,,no defensible pound-yield source encoded yet,,,6,12,1,4,2,3,lower,medium,perennial culinary herb template,ncsu-plant-toolbox; mobot-plant-finder; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; rutgers-deer-resistance,Pollination context can change realized yield; use companion or compatible cultivar notes before planting.,2026-05-31
verbena-bonariensis,Verbena bonariensis,perennial flower,7a,11a,full,loam; sandy,low,pollinators-wildlife; curb-appeal,purple flower clusters all summer,airy tall perennial; butterfly magnet,Treat as an annual in colder zones; reseeds in welcoming beds.,amazon,Verbena bonariensis plant,herbaceous perennial,Medium horizon,,,1,2,2,3,3,10,1,4,1,3,1,3,1,3,1,9,11.1,100,0,0,crown,Set the crown at the same level it grew in the nursery pot.,medium,2,good,"Use 2+ gal per plant, or wider mixed containers with similar water needs.",medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,3,8,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,2,4,2,2,lower,medium,herbaceous ornamental template,ncsu-plant-toolbox; mobot-plant-finder; kstate-herbaceous-spacing; umd-container-sizes; illinois-container-vegetables; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
serviceberry-autumn-brilliance,Autumn Brilliance serviceberry,ornamental tree,4a,9a,full; partial,loam; clay; sandy,medium,curb-appeal; pollinators-wildlife; fruit; low-maintenance-natives,white spring flowers; red berries summer; brilliant fall color,four-season native tree; edible fruit,One of the best small landscape trees for any season.,amazon,Autumn Brilliance serviceberry tree,woody perennial,Long horizon,,,2,4,4,7,20,80,3,8,3,8,4,8,15,35,60,280,0.4,1.7,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,45,in-ground preferred,Large trees can be started in containers but are not practical long-term patio crops.,low,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,tolerant,Better near black walnut,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,lb/plant/year,3,12,lb/plant/year,3,12,low,direct pound yield from crop metric source,19.6,78.4,12,24,2,4,2,3,lower,low,ornamental tree template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Output is expressed as ornamental display weeks, not edible yield.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
redbud-eastern,Eastern redbud,ornamental tree,4a,9a,full; partial,loam; clay,medium,curb-appeal; pollinators-wildlife; low-maintenance-natives,pink flowers in early spring,native understory tree; heart-shaped leaves,A classic spring-flowering native that thrives in partial shade.,amazon,Eastern redbud tree,woody perennial,Long horizon,,,2,5,5,10,20,80,15,40,12,35,15,35,15,35,225,1225,0.1,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,45,in-ground preferred,Large trees can be started in containers but are not practical long-term patio crops.,low,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,ornamental,weeks of bloom/display/year,4,12,,,,,"ornamental output is tracked as display weeks, not pound yield",,,2,5,2,4,2,3,lower,medium,ornamental tree template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
redbud-forest-pansy,Forest Pansy redbud,ornamental tree,5a,9a,full; partial,loam; clay,medium,curb-appeal; pollinators-wildlife,pink spring flowers; purple summer leaves,colored-leaf redbud; striking foliage all season,A redbud with beautiful purple foliage that holds color in cool summers.,amazon,Forest Pansy redbud tree,woody perennial,Long horizon,,,2,5,5,10,20,80,15,40,12,35,15,35,15,35,225,1225,0.1,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,45,in-ground preferred,Large trees can be started in containers but are not practical long-term patio crops.,low,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,ornamental,weeks of bloom/display/year,4,12,,,,,"ornamental output is tracked as display weeks, not pound yield",,,12,28,2,4,2,2,lower,medium,ornamental tree template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
dogwood-cherokee-princess,Cherokee Princess dogwood,ornamental tree,5a,9a,partial; full,loam; clay,medium,curb-appeal; pollinators-wildlife; low-maintenance-natives,white spring flowers; red fall foliage,native flowering dogwood selection; reliable bloomer,A classic spring-flowering tree for partial shade and woodland edges.,starkbros,Cherokee Princess dogwood,woody perennial,Long horizon,,,2,5,5,10,20,80,15,40,12,35,15,35,15,35,225,1225,0.1,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,45,in-ground preferred,Large trees can be started in containers but are not practical long-term patio crops.,low,occasionally-damaged,Occasionally damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,ornamental,weeks of bloom/display/year,4,12,,,,,"ornamental output is tracked as display weeks, not pound yield",,,12,28,2,4,2,3,lower,medium,ornamental tree template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
dogwood-stellar-pink,Stellar Pink dogwood,ornamental tree,5a,8a,partial; full,loam; clay,medium,curb-appeal; pollinators-wildlife,pink spring flowers; disease-resistant foliage,hybrid dogwood; anthracnose resistance,A more disease-resistant choice in regions where native dogwoods struggle.,starkbros,Stellar Pink dogwood,woody perennial,Long horizon,,,2,5,5,10,20,80,15,40,12,35,15,35,15,35,225,1225,0.1,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,45,in-ground preferred,Large trees can be started in containers but are not practical long-term patio crops.,low,occasionally-damaged,Occasionally damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,ornamental,weeks of bloom/display/year,4,12,,,,,"ornamental output is tracked as display weeks, not pound yield",,,12,28,2,4,2,2,lower,medium,ornamental tree template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
japanese-maple-crimson-queen,Crimson Queen Japanese maple,ornamental tree,5b,8b,partial; full,loam,medium,curb-appeal,finely dissected red foliage all season,weeping laceleaf Japanese maple; mound habit,"A cascading specimen for entries, raised beds, and Japanese-style gardens.",amazon,Crimson Queen Japanese maple,woody perennial,Long horizon,,,2,5,5,10,40,100,40,70,25,50,25,45,25,45,625,2025,0,0.2,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,45,in-ground preferred,Large trees can be started in containers but are not practical long-term patio crops.,low,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,ornamental,weeks of shade/fall display,12,28,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,2,4,2,1,lower,medium,ornamental tree template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
crepe-myrtle-tuscarora,Tuscarora crape myrtle,ornamental tree,7a,9b,full,loam; clay; sandy,low,curb-appeal; pollinators-wildlife,coral-pink summer flowers; mottled bark,mildew-resistant crape myrtle; vivid color,A vivid summer-flowering tree for hot regions and full sun.,starkbros,Tuscarora crape myrtle,woody perennial,Long horizon,,,2,5,5,10,20,80,15,40,12,35,15,35,15,35,225,1225,0.1,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,45,in-ground preferred,Large trees can be started in containers but are not practical long-term patio crops.,low,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,ornamental,weeks of bloom/display/year,4,12,,,,,"ornamental output is tracked as display weeks, not pound yield",,,4,12,2,4,2,2,lower,medium,ornamental tree template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
magnolia-ann,Ann magnolia,ornamental tree,4a,8a,full; partial,loam; clay,medium,curb-appeal; pollinators-wildlife,deep pink flowers in spring,compact spring magnolia; late bloom avoids most frosts,A smaller spring-flowering magnolia for tight landscapes.,amazon,Ann magnolia tree,woody perennial,Long horizon,,,2,5,5,10,20,80,15,40,12,35,15,35,15,35,225,1225,0.1,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,45,in-ground preferred,Large trees can be started in containers but are not practical long-term patio crops.,low,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,ornamental,weeks of bloom/display/year,4,12,,,,,"ornamental output is tracked as display weeks, not pound yield",,,4,12,2,4,2,2,lower,medium,ornamental tree template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
